#{"t_start": 1763179029.037796, "env_id": "None"}
r,l,t
-235.4711,500,984.388229
-346.1946,500,984.388282
-372.34085,500,984.3883
-266.80716,500,984.38831
-1224.1105,500,984.388321
-384.24957,500,984.388329
-555.63605,500,990.464845
-457.60855,500,990.464898
-383.116,500,990.464912
-547.6751,500,990.464922
-1045.6233,500,990.46493
-853.5201,500,990.464941
-913.6585,500,996.725377
-208.83775,500,996.725436
-344.92303,500,996.725451
-260.64615,500,996.725461
-541.10126,500,996.72547
-193.11356,500,996.725479
-457.73706,500,1002.873066
-342.34482,500,1002.873116
-196.63133,500,1002.873133
-1046.9186,500,1002.873143
-269.34637,500,1002.873153
-1985.4514,500,1002.873161
-830.6641,500,1009.130929
-357.7702,500,1009.130987
-331.03467,500,1009.131002
-695.7981,500,1009.131013
-997.9505,500,1009.131023
-1205.4154,500,1009.131032
-533.5764,500,1015.272053
-1640.3004,500,1015.272116
-312.77036,500,1015.272132
-267.42545,500,1015.272143
-264.62402,500,1015.272153
-704.96515,500,1015.272162
-313.12283,500,1021.601849
-242.02434,500,1021.601917
-521.6974,500,1021.601942
-859.982,500,1021.601955
-1695.7839,500,1021.601964
-639.8325,500,1021.601974
-798.95874,500,1027.694823
-335.1121,500,1027.694884
-227.5253,500,1027.694904
-676.3452,500,1027.694915
-740.6906,500,1027.694925
-937.8595,500,1027.694935
-244.51231,500,1035.243801
-178.82176,500,1035.243863
-284.99445,500,1035.24388
-214.25417,500,1035.243891
-429.77078,500,1035.243902
-1657.0037,500,1035.243911
-1084.3267,500,1043.022646
-587.592,500,1043.022709
-504.2689,500,1043.022731
-547.72235,500,1043.022743
-256.88855,500,1043.022754
-569.1552,500,1043.022765
-199.20566,500,1051.131569
-266.45236,500,1051.131637
-417.7931,500,1051.131657
-468.85037,500,1051.131669
-188.05807,500,1051.13168
-202.99088,500,1051.13169
-751.558,500,1059.117722
-346.05865,500,1059.117789
-2099.9028,500,1059.117811
-585.8682,500,1059.117826
-934.97754,500,1059.117838
-818.92975,500,1059.117849
-590.99615,500,1065.854437
-262.50662,500,1065.854502
-374.82736,500,1065.854522
-175.17343,500,1065.854534
-177.0835,500,1065.854544
-472.02286,500,1065.854554
-880.759,500,1072.087065
-645.8024,500,1072.087128
-511.98288,500,1072.087144
-439.25372,500,1072.087155
-277.01834,500,1072.087165
-664.8907,500,1072.087174
-278.7109,500,1078.37583
-815.77344,500,1078.37589
-236.44943,500,1078.375905
-850.6246,500,1078.375916
-591.29706,500,1078.375925
-343.49747,500,1078.375933
-999.718,500,1084.415551
-214.93515,500,1084.415608
-471.6707,500,1084.415623
-1146.8915,500,1084.415636
-783.79736,500,1084.415647
-1038.0776,500,1084.415659
-470.77063,500,1090.451611
-509.57047,500,1090.45167
-878.54346,500,1090.451685
-321.13864,500,1090.451696
-308.96246,500,1090.451705
-610.46796,500,1090.451714
-425.48785,500,1096.759361
-380.67737,500,1096.759418
-462.21045,500,1096.759433
-203.90611,500,1096.759444
-313.43472,500,1096.759454
-343.5711,500,1096.759463
-495.56992,500,1102.717849
-336.43042,500,1102.717906
-2462.7969,500,1102.717921
-420.4094,500,1102.717931
